POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
121,Ravi Bishnoi,4,37,0,0,MI,Zayed Cricket Stadium,01 October 2020
122,Sunil Narine,4,37,0,0,DC,Zayed Cricket Stadium,24 October 2020
123,Sunil Narine,4,37,0,0,RR,Dubai International Stadium,01 November 2020
124,Tom Curran,4,37,1,24,KKR,Dubai International Stadium,30 September 2020
125,Navdeep Saini,4,37,1,24,RR,Zayed Cricket Stadium,03 October 2020
126,Krunal Pandya,4,37,1,24,CSK,Zayed Cricket Stadium,19 September 2020
127,Anrich Nortje,4,37,1,24,SRH,Dubai International Stadium,27 October 2020
128,Yuzvendra Chahal,4,37,2,12,MI,Zayed Cricket Stadium,28 October 2020
129,Karn Sharma,4,37,2,12,SRH,Dubai International Stadium,13 October 2020
130,Tushar Deshpande,4,37,2,12,RR,Dubai International Stadium,14 October 2020
131,Dwayne Bravo,4,37,3,8,KKR,Zayed Cricket Stadium,07 October 2020
132,Rahul Tewatia,4,37,3,8,CSK,Sharjah Cricket Stadium,22 September 2020
133,Khaleel Ahmed,3.5,37,2,11.5,RR,Dubai International Stadium,11 October 2020
134,Krunal Pandya,3.1,37,0,0,SRH,Sharjah Cricket Stadium,03 November 2020
135,Sam Curran,3,37,0,0,SRH,Dubai International Stadium,02 October 2020
136,James Pattinson,3,37,0,0,DC,Zayed Cricket Stadium,11 October 2020
137,Kamlesh Nagarkoti,4,36,0,0,RCB,Sharjah Cricket Stadium,12 October 2020
138,Axar Patel,4,36,0,0,SRH,Dubai International Stadium,27 October 2020
139,Sandeep Sharma,4,36,0,0,RCB,Dubai International Stadium,21 September 2020
140,Rahul Chahar,4,36,0,0,SRH,Sharjah Cricket Stadium,03 November 2020
141,Anrich Nortje,4,36,0,0,SRH,Zayed Cricket Stadium,08 November 2020
142,Trent Boult,4,36,1,24,DC,Zayed Cricket Stadium,11 October 2020
143,Kieron Pollard,4,36,1,24,DC,Dubai International Stadium,05 November 2020
144,Kartik Tyagi,4,36,1,24,MI,Zayed Cricket Stadium,06 October 2020
145,Rahul Chahar,4,36,1,24,CSK,Zayed Cricket Stadium,19 September 2020
146,Mohammad Shami,4,36,1,24,MI,Zayed Cricket Stadium,01 October 2020
147,Chris Morris,4,36,1,24,MI,Zayed Cricket Stadium,28 October 2020
148,Kartik Tyagi,4,36,2,12,KKR,Dubai International Stadium,01 November 2020
149,Chris Morris,3.4,36,1,22,CSK,Dubai International Stadium,25 October 2020
150,Rahul Chahar,3,36,0,0,RR,Zayed Cricket Stadium,25 October 2020
