POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
92,Ravindra Jadeja,4,37,0,0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016
93,Brad Hogg,4,37,0,0,MI,Eden Gardens,13 April 2016
94,Varun Aaron,4,37,0,0,MI,Wankhede Stadium,20 April 2016
95,Ravichandran Ashwin,4,37,0,0,GL,Maharashtra Cricket Association's International Stadium,29 April 2016
96,Amit Mishra,4,37,0,0,PBKS,IS Bindra Stadium,07 May 2016
97,Irfan Pathan,4,37,0,0,PBKS,ACA-VDCA Stadium,21 May 2016
98,Praveen Kumar,4,37,0,0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016
99,Jayant Yadav,4,37,0,0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
100,Bhuvneshwar Kumar,4,37,1,24,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
101,Kuldeep Yadav,4,37,1,24,MI,Eden Gardens,13 April 2016
102,Mustafizur Rahman,4,37,1,24,RCB,M. Chinnaswamy Stadium,29 May 2016
103,KC Cariappa,4,37,1,24,DC,IS Bindra Stadium,07 May 2016
104,RP Singh,4,37,1,24,RCB,M. Chinnaswamy Stadium,07 May 2016
105,Dwayne Smith,4,37,2,12,MI,Green Park,21 May 2016
106,Varun Aaron,3.4,37,2,11,MI,M. Chinnaswamy Stadium,11 May 2016
107,Parveez Rasool,3,37,0,0,RPS,M. Chinnaswamy Stadium,07 May 2016
108,Chris Jordan,3,37,0,0,MI,M. Chinnaswamy Stadium,11 May 2016
109,KC Cariappa,4,36,0,0,MI,ACA-VDCA Stadium,13 May 2016
110,Sandeep Sharma,4,36,1,24,DC,IS Bindra Stadium,07 May 2016
111,Barinder Sran,4,36,1,24,GL,Saurashtra Cricket Association Stadium,21 April 2016
112,Tabraiz Shamsi,4,36,1,24,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016
113,Amit Mishra,4,36,1,24,KKR,Arun Jaitley Stadium,30 April 2016
114,Barinder Sran,4,36,1,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
115,Nathan Coulter-Nile,4,36,1,24,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
116,Bhuvneshwar Kumar,4,36,1,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
117,Harbhajan Singh,4,36,1,24,GL,Green Park,21 May 2016
118,Ishant Sharma,4,36,2,12,MI,Wankhede Stadium,09 April 2016
119,Murugan Ashwin,4,36,3,8,PBKS,IS Bindra Stadium,17 April 2016
120,Albie Morkel,3,36,2,9,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016
121,Jasprit Bumrah,4,35,0,0,SRH,ACA-VDCA Stadium,08 May 2016
122,Tim Southee,4,35,0,0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016
123,Tim Southee,4,35,0,0,SRH,ACA-VDCA Stadium,08 May 2016
124,Jason Holder,4,35,0,0,DC,Arun Jaitley Stadium,30 April 2016
125,Thisara Perera,4,35,0,0,MI,Maharashtra Cricket Association's International Stadium,01 May 2016
126,Sunil Narine,4,35,0,0,SRH,Arun Jaitley Stadium,25 May 2016
127,Yuzvendra Chahal,4,35,1,24,SRH,M. Chinnaswamy Stadium,29 May 2016
128,Rishi Dhawan,4,35,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
129,Sandeep Sharma,4,35,1,24,SRH,IS Bindra Stadium,15 May 2016
130,Mitchell Johnson,4,35,1,24,GL,IS Bindra Stadium,11 April 2016
131,Mitchell McClenaghan,4,35,1,24,RCB,M. Chinnaswamy Stadium,11 May 2016
132,Pradeep Sahu,4,35,1,24,GL,IS Bindra Stadium,11 April 2016
133,Adam Zampa,4,35,2,12,RCB,M. Chinnaswamy Stadium,07 May 2016
134,Chris Morris,4,35,2,12,GL,Arun Jaitley Stadium,27 April 2016
135,Ben Cutting,4,35,2,12,RCB,M. Chinnaswamy Stadium,29 May 2016
136,Morne Morkel,4,35,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
137,Kuldeep Yadav,4,35,3,8,SRH,Arun Jaitley Stadium,25 May 2016
138,Pradeep Sahu,3,35,0,0,MI,IS Bindra Stadium,25 April 2016
139,Marcus Stoinis,3,35,0,0,RCB,IS Bindra Stadium,09 May 2016
140,Ankit Rajpoot,3,35,1,18,GL,Green Park,19 May 2016
141,Ashish Nehra,2.5,35,0,0,PBKS,IS Bindra Stadium,15 May 2016
142,Ravichandran Ashwin,4,34,0,0,DC,Arun Jaitley Stadium,05 May 2016
143,Jasprit Bumrah,4,34,0,0,KKR,Wankhede Stadium,28 April 2016
144,Varun Aaron,4,34,0,0,KKR,M. Chinnaswamy Stadium,02 May 2016
145,Suresh Raina,4,34,0,0,DC,Saurashtra Cricket Association Stadium,03 May 2016
146,Ravindra Jadeja,4,34,0,0,RCB,M. Chinnaswamy Stadium,14 May 2016
147,Sunil Narine,4,34,1,24,RCB,Eden Gardens,16 May 2016
148,Mustafizur Rahman,4,34,1,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
149,Ashok Dinda,4,34,1,24,DC,Arun Jaitley Stadium,05 May 2016
150,Harbhajan Singh,4,34,1,24,DC,ACA-VDCA Stadium,15 May 2016
