POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
34,Pawan Negi,4,47,0,0,MI,Wankhede Stadium,15 April 2019
35,Jofra Archer,4,47,1,24,RCB,Sawai Mansingh Stadium,02 April 2019
36,Chris Morris,4,47,1,24,CSK,Chidambaram,01 May 2019
37,Umesh Yadav,4,47,2,12,CSK,M. Chinnaswamy Stadium,21 April 2019
38,Shreyas Gopal,4,47,2,12,DC,Sawai Mansingh Stadium,22 April 2019
39,Ankit Rajpoot,4,46,0,0,RCB,M. Chinnaswamy Stadium,24 April 2019
40,Umesh Yadav,4,46,0,0,SRH,M. Chinnaswamy Stadium,04 May 2019
41,Jaydev Unadkat,4,46,1,24,MI,Sawai Mansingh Stadium,20 April 2019
42,Deepak Chahar,4,46,1,24,MI,Chidambaram,26 April 2019
43,Sandeep Lamichhane,4,46,1,24,RCB,M. Chinnaswamy Stadium,07 April 2019
44,Mohammad Shami,4,46,2,12,RR,IS Bindra Stadium,16 April 2019
45,Keemo Paul,4,46,2,12,KKR,Eden Gardens,12 April 2019
46,Yuzvendra Chahal,3,45,0,0,KKR,Eden Gardens,19 April 2019
47,Jasprit Bumrah,4,44,0,0,KKR,Eden Gardens,28 April 2019
48,Navdeep Saini,4,44,1,24,DC,Arun Jaitley Stadium,28 April 2019
49,Rashid Khan,4,44,1,24,RCB,M. Chinnaswamy Stadium,04 May 2019
50,Rashid Khan,4,44,1,24,CSK,Chidambaram,23 April 2019
51,Mohammad Shami,4,44,1,24,KKR,Eden Gardens,27 March 2019
52,Yuzvendra Chahal,4,44,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
53,Shardul Thakur,4,44,2,12,RR,Sawai Mansingh Stadium,11 April 2019
54,Sunil Narine,4,44,2,12,MI,Eden Gardens,28 April 2019
55,Jaydev Unadkat,3,44,0,0,PBKS,Sawai Mansingh Stadium,25 March 2019
56,Lasith Malinga,4,43,0,0,SRH,Wankhede Stadium,02 May 2019
57,Piyush Chawla,4,43,0,0,PBKS,IS Bindra Stadium,03 May 2019
58,Mohammad Shami,4,43,1,24,RCB,IS Bindra Stadium,13 April 2019
59,Krunal Pandya,4,43,2,12,PBKS,IS Bindra Stadium,30 March 2019
60,Arshdeep Singh,4,43,2,12,RR,IS Bindra Stadium,16 April 2019
61,Prasidh Krishna,3.2,43,1,20,RR,Eden Gardens,25 April 2019
62,Rasikh Salam,4,42,0,0,DC,Wankhede Stadium,24 March 2019
63,Prasidh Krishna,4,42,0,0,PBKS,Eden Gardens,27 March 2019
64,Jofra Archer,4,42,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
65,Umesh Yadav,4,42,0,0,PBKS,IS Bindra Stadium,13 April 2019
66,Harry Gurney,4,42,1,24,RCB,Eden Gardens,19 April 2019
67,Lockie Ferguson,4,42,1,24,PBKS,Eden Gardens,27 March 2019
68,Siddarth Kaul,4,42,1,24,PBKS,IS Bindra Stadium,08 April 2019
69,Arshdeep Singh,4,42,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
70,Sandeep Sharma,4,42,1,24,KKR,Eden Gardens,24 March 2019
71,Trent Boult,4,42,1,24,MI,Wankhede Stadium,24 March 2019
72,Kagiso Rabada,4,42,2,12,KKR,Eden Gardens,12 April 2019
73,Mohammad Shami,4,42,2,12,MI,IS Bindra Stadium,30 March 2019
74,Bhuvneshwar Kumar,4,42,2,12,DC,ACA-VDCA Stadium,08 May 2019
75,Shardul Thakur,4,42,2,12,RR,Chidambaram,31 March 2019
76,Khaleel Ahmed,4,42,3,8,MI,Wankhede Stadium,02 May 2019
77,Mohammad Nabi,3.5,42,0,0,PBKS,IS Bindra Stadium,08 April 2019
78,Shakib Al Hasan,3.4,42,1,22,KKR,Eden Gardens,24 March 2019
79,Axar Patel,3,42,1,18,MI,Wankhede Stadium,24 March 2019
80,Sam Curran,4,41,0,0,KKR,IS Bindra Stadium,03 May 2019
81,Mohammad Shami,4,41,0,0,CSK,Chidambaram,06 April 2019
82,Amit Mishra,4,41,0,0,PBKS,Arun Jaitley Stadium,20 April 2019
83,Basil Thampi,4,41,0,0,DC,ACA-VDCA Stadium,08 May 2019
84,Hardik Pandya,4,41,1,24,DC,Wankhede Stadium,24 March 2019
85,Kagiso Rabada,4,41,1,24,KKR,Arun Jaitley Stadium,30 March 2019
86,Chris Morris,4,41,1,24,RR,Sawai Mansingh Stadium,22 April 2019
87,Harry Gurney,4,41,1,24,PBKS,IS Bindra Stadium,03 May 2019
88,Ish Sodhi,4,41,1,24,PBKS,IS Bindra Stadium,16 April 2019
89,Kuldeep Yadav,4,41,2,12,DC,Arun Jaitley Stadium,30 March 2019
90,Yuzvendra Chahal,4,41,2,12,DC,Arun Jaitley Stadium,28 April 2019
91,Prasidh Krishna,3,41,0,0,RCB,M. Chinnaswamy Stadium,05 April 2019
92,Andrew Tye,3,41,1,18,KKR,IS Bindra Stadium,03 May 2019
93,Shardul Thakur,4,40,0,0,RCB,M. Chinnaswamy Stadium,21 April 2019
94,Navdeep Saini,4,40,0,0,MI,M. Chinnaswamy Stadium,28 March 2019
95,Andrew Tye,4,40,0,0,RCB,IS Bindra Stadium,13 April 2019
96,Basil Thampi,4,40,0,0,MI,Wankhede Stadium,02 May 2019
97,Ishant Sharma,4,40,1,24,RCB,Arun Jaitley Stadium,28 April 2019
98,Jasprit Bumrah,4,40,1,24,DC,Wankhede Stadium,24 March 2019
99,Deepak Chahar,4,40,1,24,PBKS,Chidambaram,06 April 2019
100,Andrew Tye,4,40,1,24,MI,IS Bindra Stadium,30 March 2019
101,Dale Steyn,4,40,2,12,KKR,Eden Gardens,19 April 2019
102,Hardus Viljoen,4,40,2,12,MI,IS Bindra Stadium,30 March 2019
103,Harshal Patel,4,40,2,12,KKR,Arun Jaitley Stadium,30 March 2019
104,Sandeep Lamichhane,4,40,3,8,PBKS,Arun Jaitley Stadium,20 April 2019
105,Khaleel Ahmed,4,40,3,8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
106,Mitchell McClenaghan,4,40,3,8,DC,Wankhede Stadium,24 March 2019
107,Umesh Yadav,3.5,40,0,0,RR,Sawai Mansingh Stadium,02 April 2019
108,Dhawal Kulkarni,3,40,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
109,Ben Stokes,3,40,1,18,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
110,Axar Patel,4,39,1,24,RR,Sawai Mansingh Stadium,22 April 2019
111,Umesh Yadav,4,39,1,24,DC,Arun Jaitley Stadium,28 April 2019
112,Hardus Viljoen,4,39,2,12,DC,Arun Jaitley Stadium,20 April 2019
113,Harbhajan Singh,4,39,2,12,SRH,Chidambaram,23 April 2019
114,Navdeep Saini,4,39,2,12,SRH,M. Chinnaswamy Stadium,04 May 2019
115,Jofra Archer,4,39,3,8,MI,Wankhede Stadium,13 April 2019
116,Chris Morris,3,39,0,0,MI,Arun Jaitley Stadium,18 April 2019
117,Hardik Pandya,3,39,0,0,PBKS,IS Bindra Stadium,30 March 2019
118,Krishnappa Gowtham,3,39,0,0,MI,Wankhede Stadium,13 April 2019
119,Krunal Pandya,3,39,1,18,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
120,Ben Stokes,3,39,2,9,CSK,Sawai Mansingh Stadium,11 April 2019
121,Imran Tahir,4,38,0,0,SRH,Chidambaram,23 April 2019
122,Sandeep Sharma,4,38,0,0,RR,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
123,Mohammed Siraj,4,38,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
124,Mohammed Siraj,4,38,0,0,KKR,Eden Gardens,19 April 2019
125,Andrew Tye,4,38,0,0,CSK,Chidambaram,06 April 2019
126,Ravichandran Ashwin,4,38,1,24,KKR,IS Bindra Stadium,03 May 2019
127,Jasprit Bumrah,4,38,1,24,PBKS,Wankhede Stadium,10 April 2019
128,Lockie Ferguson,4,38,1,24,DC,Arun Jaitley Stadium,30 March 2019
129,Dhawal Kulkarni,4,38,1,24,MI,Wankhede Stadium,13 April 2019
130,Mohammed Siraj,4,38,2,12,MI,M. Chinnaswamy Stadium,28 March 2019
131,Kagiso Rabada,4,38,2,12,MI,Arun Jaitley Stadium,18 April 2019
132,Chris Morris,4,38,2,12,KKR,Eden Gardens,12 April 2019
133,Ishant Sharma,4,38,3,8,RR,Arun Jaitley Stadium,04 May 2019
134,Yuzvendra Chahal,4,38,4,6,MI,M. Chinnaswamy Stadium,28 March 2019
135,Piyush Chawla,3,38,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
136,Harshal Patel,4,37,0,0,PBKS,IS Bindra Stadium,01 April 2019
137,Trent Boult,4,37,0,0,CSK,Chidambaram,01 May 2019
138,Bhuvneshwar Kumar,4,37,0,0,KKR,Eden Gardens,24 March 2019
139,Shardul Thakur,4,37,0,0,MI,Wankhede Stadium,03 April 2019
140,Lasith Malinga,4,37,1,24,DC,Arun Jaitley Stadium,18 April 2019
141,Andrew Tye,4,37,1,24,KKR,Eden Gardens,27 March 2019
142,Ravichandran Ashwin,4,37,1,24,MI,Wankhede Stadium,10 April 2019
143,Dhawal Kulkarni,4,37,1,24,PBKS,IS Bindra Stadium,16 April 2019
144,Sandeep Sharma,4,37,1,24,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
145,Imran Tahir,4,37,1,24,MI,Chidambaram,26 April 2019
146,Harry Gurney,4,37,1,24,CSK,Eden Gardens,14 April 2019
147,Dhawal Kulkarni,4,37,1,24,CSK,Chidambaram,31 March 2019
148,Kagiso Rabada,4,37,2,12,RR,Sawai Mansingh Stadium,22 April 2019
149,Harry Gurney,4,37,2,12,MI,Eden Gardens,28 April 2019
150,Shardul Thakur,4,37,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
