POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
1,Basil Thampi,4,70,0,0,RCB,M. Chinnaswamy Stadium,17 May 2018
2,Umesh Yadav,4,59,0,0,RR,M. Chinnaswamy Stadium,15 April 2018
3,Shivam Mavi,4,58,1,24,DC,Arun Jaitley Stadium,27 April 2018
4,Corey Anderson,3.4,58,0,0,CSK,M. Chinnaswamy Stadium,25 April 2018
5,Prasidh Krishna,4,56,0,0,SRH,Eden Gardens,25 May 2018
6,Mustafizur Rahman,4,55,0,0,RCB,Wankhede Stadium,17 April 2018
7,Rashid Khan,4,55,1,24,PBKS,IS Bindra Stadium,19 April 2018
8,Ravichandran Ashwin,4,53,0,0,SRH,IS Bindra Stadium,19 April 2018
9,Mohammad Shami,4,53,1,24,KKR,Eden Gardens,16 April 2018
10,Axar Patel,4,52,0,0,KKR,Holkar Cricket Stadium,12 May 2018
11,Dwayne Bravo,4,52,0,0,DC,Arun Jaitley Stadium,18 May 2018
12,Javon Searles,4,52,1,24,PBKS,Holkar Cricket Stadium,12 May 2018
13,Sandeep Sharma,4,52,1,24,CSK,Wankhede Stadium,27 May 2018
14,Hardik Pandya,4,52,2,12,RR,Wankhede Stadium,13 May 2018
15,Liam Plunkett,3,52,0,0,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
16,Mitchell Johnson,4,51,0,0,CSK,Eden Gardens,03 May 2018
17,Bhuvneshwar Kumar,4,51,1,24,DC,Arun Jaitley Stadium,10 May 2018
18,Harshal Patel,4,51,1,24,RCB,Arun Jaitley Stadium,12 May 2018
19,Mohit Sharma,4,51,2,12,SRH,IS Bindra Stadium,19 April 2018
20,Shardul Thakur,4,50,1,24,SRH,Wankhede Stadium,22 May 2018
21,Barinder Sran,4,50,2,12,KKR,Eden Gardens,21 April 2018
22,Dwayne Bravo,3,50,0,0,KKR,Chidambaram,10 April 2018
23,Mark Wood,4,49,0,0,MI,Wankhede Stadium,07 April 2018
24,Piyush Chawla,4,49,1,24,CSK,Chidambaram,10 April 2018
25,Rashid Khan,4,49,1,24,CSK,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
26,Mohammed Siraj,4,48,0,0,CSK,M. Chinnaswamy Stadium,25 April 2018
27,Trent Boult,4,48,0,0,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
28,Siddarth Kaul,4,48,0,0,DC,Arun Jaitley Stadium,10 May 2018
29,Sunil Narine,4,48,0,0,RR,Sawai Mansingh Stadium,18 April 2018
30,Washington Sundar,4,48,1,24,KKR,Eden Gardens,08 April 2018
31,Piyush Chawla,4,48,3,8,MI,Eden Gardens,09 May 2018
32,Barinder Sran,3,48,1,18,KKR,Holkar Cricket Stadium,12 May 2018
33,Andrew Tye,4,47,0,0,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018
34,Akila Dananjaya,4,47,0,0,DC,Wankhede Stadium,14 April 2018
35,David Willey,4,47,1,24,RR,Sawai Mansingh Stadium,11 May 2018
36,Mohit Sharma,4,47,1,24,CSK,IS Bindra Stadium,15 April 2018
37,Chris Woakes,4,47,2,12,RR,M. Chinnaswamy Stadium,15 April 2018
38,Corey Anderson,4,47,2,12,MI,Wankhede Stadium,17 April 2018
39,Andrew Tye,4,47,2,12,CSK,IS Bindra Stadium,15 April 2018
40,Avesh Khan,3,47,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
41,Amit Mishra,4,46,0,0,PBKS,IS Bindra Stadium,08 April 2018
42,Ankit Rajpoot,4,46,1,24,MI,Wankhede Stadium,16 May 2018
43,Mohammed Siraj,4,46,1,24,DC,Arun Jaitley Stadium,12 May 2018
44,Ben Laughlin,4,46,1,24,RCB,M. Chinnaswamy Stadium,15 April 2018
45,Dwayne Bravo,4,46,1,24,SRH,Wankhede Stadium,27 May 2018
46,Shardul Thakur,4,46,2,12,RCB,M. Chinnaswamy Stadium,25 April 2018
47,Jaydev Unadkat,4,46,3,8,DC,Arun Jaitley Stadium,02 May 2018
48,Tim Southee,4,45,0,0,SRH,M. Chinnaswamy Stadium,17 May 2018
49,Shardul Thakur,4,45,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
50,Barinder Sran,4,45,1,24,DC,Arun Jaitley Stadium,23 April 2018
51,Mohit Sharma,3.3,45,0,0,RCB,M. Chinnaswamy Stadium,13 April 2018
52,Shivam Mavi,4,44,1,24,RR,Eden Gardens,15 May 2018
53,Mitchell McClenaghan,4,44,1,24,CSK,Wankhede Stadium,07 April 2018
54,Imran Tahir,4,44,1,24,RR,Maharashtra Cricket Association's International Stadium,20 April 2018
55,Hardik Pandya,4,44,1,24,PBKS,Holkar Cricket Stadium,04 May 2018
56,Sunil Narine,4,44,1,24,PBKS,Holkar Cricket Stadium,12 May 2018
57,Siddarth Kaul,4,44,2,12,RCB,M. Chinnaswamy Stadium,17 May 2018
58,Trent Boult,4,44,2,12,KKR,Arun Jaitley Stadium,27 April 2018
59,Jofra Archer,4,43,0,0,KKR,Eden Gardens,15 May 2018
60,Chris Morris,4,43,0,0,RCB,M. Chinnaswamy Stadium,21 April 2018
61,Mohammed Siraj,4,43,1,24,SRH,M. Chinnaswamy Stadium,17 May 2018
62,Dhawal Kulkarni,4,43,1,24,MI,Wankhede Stadium,13 May 2018
63,Shahbaz Nadeem,4,43,1,24,KKR,Eden Gardens,16 April 2018
64,Trent Boult,3.5,43,0,0,SRH,Arun Jaitley Stadium,10 May 2018
65,Jofra Archer,3.4,43,1,22,PBKS,Holkar Cricket Stadium,06 May 2018
66,Siddarth Kaul,3,43,0,0,CSK,Wankhede Stadium,27 May 2018
67,Dwayne Bravo,3,43,0,0,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
68,Kuldeep Yadav,3,43,0,0,MI,Eden Gardens,09 May 2018
69,Marcus Stoinis,3,43,1,18,MI,Wankhede Stadium,16 May 2018
70,KM Asif,3,43,2,9,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
71,Hardik Pandya,4,42,0,0,PBKS,Wankhede Stadium,16 May 2018
72,Mitchell Johnson,4,42,0,0,DC,Arun Jaitley Stadium,27 April 2018
73,Jofra Archer,4,42,2,12,CSK,Sawai Mansingh Stadium,11 May 2018
74,Billy Stanlake,4,42,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
75,Mayank Markande,3,42,0,0,DC,Wankhede Stadium,14 April 2018
76,Tim Southee,4,41,0,0,DC,Arun Jaitley Stadium,12 May 2018
77,Shane Watson,4,41,0,0,MI,Maharashtra Cricket Association's International Stadium,28 April 2018
78,Liam Plunkett,4,41,0,0,SRH,Arun Jaitley Stadium,10 May 2018
79,Shakib Al Hasan,4,41,0,0,CSK,Maharashtra Cricket Association's International Stadium,13 May 2018
80,Prasidh Krishna,4,41,1,24,MI,Eden Gardens,09 May 2018
81,Harbhajan Singh,4,41,1,24,PBKS,IS Bindra Stadium,15 April 2018
82,Chris Morris,4,41,2,12,KKR,Eden Gardens,16 April 2018
83,Andre Russell,4,41,3,8,PBKS,Holkar Cricket Stadium,12 May 2018
84,Andrew Tye,4,41,4,6,KKR,Holkar Cricket Stadium,12 May 2018
85,Ben Cutting,4,40,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
86,Chris Woakes,4,40,0,0,DC,M. Chinnaswamy Stadium,21 April 2018
87,Sandeep Sharma,4,40,1,24,RCB,M. Chinnaswamy Stadium,17 May 2018
88,Shivam Mavi,4,40,1,24,RR,Sawai Mansingh Stadium,18 April 2018
89,Mohit Sharma,4,40,1,24,KKR,Holkar Cricket Stadium,12 May 2018
90,Mohammed Siraj,4,40,2,12,KKR,M. Chinnaswamy Stadium,29 April 2018
91,Trent Boult,4,40,2,12,RCB,Arun Jaitley Stadium,12 May 2018
92,Siddarth Kaul,3,40,0,0,CSK,Maharashtra Cricket Association's International Stadium,13 May 2018
93,Kulwant Khejroliya,3,40,0,0,RR,M. Chinnaswamy Stadium,15 April 2018
94,Jaydev Unadkat,4,39,0,0,CSK,Maharashtra Cricket Association's International Stadium,20 April 2018
95,Prasidh Krishna,4,39,0,0,MI,Wankhede Stadium,06 May 2018
96,Sunil Narine,4,39,0,0,RR,Eden Gardens,23 May 2018
97,Dwayne Bravo,4,39,1,24,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018
98,Ravindra Jadeja,4,39,1,24,KKR,Eden Gardens,03 May 2018
99,Hardik Pandya,4,39,1,24,CSK,Maharashtra Cricket Association's International Stadium,28 April 2018
100,Dwayne Bravo,4,39,2,12,PBKS,Maharashtra Cricket Association's International Stadium,20 May 2018
