POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
101,Shane Watson,4,39,2,12,KKR,Chidambaram,10 April 2018
102,Trent Boult,4,39,2,12,MI,Wankhede Stadium,14 April 2018
103,Mustafizur Rahman,3.5,39,1,23,CSK,Wankhede Stadium,07 April 2018
104,Andre Russell,3,39,0,0,SRH,Eden Gardens,14 April 2018
105,Ben Stokes,3,39,0,0,CSK,Maharashtra Cricket Association's International Stadium,20 April 2018
106,Tom Curran,3,39,2,9,CSK,Chidambaram,10 April 2018
107,Bhuvneshwar Kumar,4,38,0,0,CSK,Maharashtra Cricket Association's International Stadium,13 May 2018
108,Andrew Tye,4,38,0,0,DC,IS Bindra Stadium,08 April 2018
109,Billy Stanlake,4,38,0,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
110,Sunil Narine,4,38,0,0,RCB,M. Chinnaswamy Stadium,29 April 2018
111,Bhuvneshwar Kumar,4,38,0,0,KKR,Eden Gardens,25 May 2018
112,Shardul Thakur,4,38,0,0,MI,Maharashtra Cricket Association's International Stadium,28 April 2018
113,Yuzvendra Chahal,4,38,1,24,PBKS,M. Chinnaswamy Stadium,13 April 2018
114,Ben Laughlin,4,38,2,12,CSK,Maharashtra Cricket Association's International Stadium,20 April 2018
115,Khaleel Ahmed,3,38,0,0,KKR,Eden Gardens,25 May 2018
116,Mitchell Johnson,3,38,0,0,RCB,M. Chinnaswamy Stadium,29 April 2018
117,Jofra Archer,4,37,0,0,RCB,Sawai Mansingh Stadium,19 May 2018
118,Barinder Sran,4,37,0,0,CSK,IS Bindra Stadium,15 April 2018
119,Tim Southee,4,37,0,0,RR,Sawai Mansingh Stadium,19 May 2018
120,Jaydev Unadkat,4,37,1,24,MI,Wankhede Stadium,13 May 2018
121,Shardul Thakur,4,37,1,24,KKR,Chidambaram,10 April 2018
122,Siddarth Kaul,4,37,1,24,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
123,Jasprit Bumrah,4,37,1,24,CSK,Wankhede Stadium,07 April 2018
124,Siddarth Kaul,4,37,1,24,KKR,Eden Gardens,14 April 2018
125,Dwayne Bravo,4,37,1,24,PBKS,IS Bindra Stadium,15 April 2018
126,Mitchell McClenaghan,4,37,2,12,PBKS,Wankhede Stadium,16 May 2018
127,Mujeeb Ur Rahman,4,37,2,12,MI,Holkar Cricket Stadium,04 May 2018
128,Dan Christian,3.5,37,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
129,Ben Laughlin,3.5,37,0,0,KKR,Sawai Mansingh Stadium,18 April 2018
130,Liam Plunkett,3,37,0,0,RR,Arun Jaitley Stadium,02 May 2018
131,Deepak Chahar,3,37,0,0,PBKS,IS Bindra Stadium,15 April 2018
132,Dhawal Kulkarni,3,37,1,18,DC,Arun Jaitley Stadium,02 May 2018
133,Marcus Stoinis,3,37,1,18,MI,Holkar Cricket Stadium,04 May 2018
134,Ankit Rajpoot,3,37,1,18,RR,Holkar Cricket Stadium,06 May 2018
135,Dwayne Bravo,3,37,1,18,SRH,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
136,Ben Cutting,4,36,0,0,DC,Arun Jaitley Stadium,20 May 2018
137,Hardik Pandya,4,36,0,0,DC,Arun Jaitley Stadium,20 May 2018
138,Krunal Pandya,4,36,0,0,PBKS,Wankhede Stadium,16 May 2018
139,Umesh Yadav,4,36,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
140,Mohammad Shami,4,36,1,24,MI,Wankhede Stadium,14 April 2018
141,Jaydev Unadkat,4,36,1,24,PBKS,Sawai Mansingh Stadium,08 May 2018
142,Krishnappa Gowtham,4,36,1,24,RCB,M. Chinnaswamy Stadium,15 April 2018
143,Sandeep Sharma,4,36,1,24,CSK,Maharashtra Cricket Association's International Stadium,13 May 2018
144,Ravichandran Ashwin,4,36,2,12,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018
145,Shakib Al Hasan,4,36,2,12,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
146,Murugan Ashwin,4,36,2,12,KKR,M. Chinnaswamy Stadium,29 April 2018
147,Umesh Yadav,4,36,2,12,MI,Wankhede Stadium,17 April 2018
148,Avesh Khan,4,36,2,12,PBKS,Arun Jaitley Stadium,23 April 2018
149,Rahul Tewatia,4,36,2,12,MI,Wankhede Stadium,14 April 2018
150,Sandeep Lamichhane,4,36,3,8,MI,Arun Jaitley Stadium,20 May 2018
