POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date
49,Suryakumar Yadav,79,33,11,2,RR,Zayed Cricket Stadium,06 October 2020
50,Ambati Rayudu,71,33,6,3,MI,Zayed Cricket Stadium,19 September 2020
51,Mayank Agarwal,56,33,6,1,KKR,Zayed Cricket Stadium,10 October 2020
52,Quinton de Kock,53,33,4,3,DC,Zayed Cricket Stadium,11 October 2020
53,Jos Buttler,70,34,4,5,MI,Zayed Cricket Stadium,06 October 2020
54,Devdutt Padikkal,63,34,6,1,RR,Zayed Cricket Stadium,03 October 2020
55,David Warner,60,34,5,2,MI,Sharjah Cricket Stadium,04 October 2020
56,Wriddhiman Saha,58,34,7,1,MI,Sharjah Cricket Stadium,03 November 2020
57,Ravindra Jadeja,50,34,5,2,SRH,Dubai International Stadium,02 October 2020
58,David Warner,85,35,10,1,MI,Sharjah Cricket Stadium,03 November 2020
59,Nitish Rana,81,35,13,1,DC,Zayed Cricket Stadium,24 October 2020
60,KL Rahul,77,35,7,3,MI,Dubai International Stadium,18 October 2020
61,KL Rahul,69,35,7,1,RR,Sharjah Cricket Stadium,27 September 2020
62,Steve Smith,69,35,4,4,CSK,Sharjah Cricket Stadium,22 September 2020
63,Kane Williamson,67,35,5,4,DC,Zayed Cricket Stadium,08 November 2020
64,Prithvi Shaw,66,35,4,4,KKR,Sharjah Cricket Stadium,03 October 2020
65,Prithvi Shaw,64,35,9,1,CSK,Dubai International Stadium,25 September 2020
66,Rishabh Pant,56,35,4,2,MI,Dubai International Stadium,10 November 2020
67,Tom Curran,54,35,2,3,KKR,Dubai International Stadium,30 September 2020
68,Pat Cummins,53,35,5,2,MI,Zayed Cricket Stadium,16 October 2020
69,Manish Pandey,51,35,3,2,KKR,Zayed Cricket Stadium,26 September 2020
70,KL Rahul,132,36,14,7,RCB,Dubai International Stadium,24 September 2020
71,Rohit Sharma,68,36,5,4,DC,Dubai International Stadium,10 November 2020
72,Marcus Stoinis,65,36,6,3,MI,Dubai International Stadium,05 November 2020
73,Shubman Gill,57,36,3,4,PBKS,Sharjah Cricket Stadium,26 October 2020
74,Kane Williamson,57,36,7,0,CSK,Dubai International Stadium,13 October 2020
75,Devdutt Padikkal,56,36,8,0,SRH,Dubai International Stadium,21 September 2020
76,Chris Gayle,53,36,1,5,RCB,Sharjah Cricket Stadium,15 October 2020
77,Suryakumar Yadav,51,36,6,2,DC,Dubai International Stadium,05 November 2020
78,Ishan Kishan,72,37,8,3,DC,Dubai International Stadium,31 October 2020
79,Ruturaj Gaikwad,72,37,6,2,KKR,Dubai International Stadium,29 October 2020
80,Jos Buttler,70,37,7,2,CSK,Zayed Cricket Stadium,19 October 2020
81,Jonny Bairstow,61,37,6,2,RCB,Dubai International Stadium,21 September 2020
82,KL Rahul,61,37,1,5,RCB,Sharjah Cricket Stadium,15 October 2020
83,Ajinkya Rahane,60,37,5,1,RCB,Zayed Cricket Stadium,02 November 2020
84,Shikhar Dhawan,54,37,6,0,RCB,Zayed Cricket Stadium,02 November 2020
85,Devdutt Padikkal,54,37,5,2,MI,Dubai International Stadium,28 September 2020
86,David Warner,52,37,5,1,PBKS,Dubai International Stadium,08 October 2020
87,Ruturaj Gaikwad,62,38,6,1,PBKS,Zayed Cricket Stadium,01 November 2020
88,Ishan Kishan,99,39,2,9,RCB,Dubai International Stadium,28 September 2020
89,Virat Kohli,90,39,4,4,CSK,Dubai International Stadium,10 October 2020
90,Rohit Sharma,80,39,3,6,KKR,Zayed Cricket Stadium,23 September 2020
91,Shikhar Dhawan,69,39,6,1,MI,Zayed Cricket Stadium,11 October 2020
92,Faf du Plessis,58,39,6,2,DC,Sharjah Cricket Stadium,17 October 2020
93,AB de Villiers,56,39,5,0,SRH,Zayed Cricket Stadium,06 November 2020
94,Quinton de Kock,53,39,3,3,PBKS,Dubai International Stadium,18 October 2020
95,Shane Watson,50,39,6,1,KKR,Zayed Cricket Stadium,07 October 2020
96,Rohit Sharma,70,40,8,3,PBKS,Zayed Cricket Stadium,01 October 2020
97,Shreyas Iyer,65,40,6,2,MI,Dubai International Stadium,10 November 2020
98,Manish Pandey,54,40,2,3,RR,Dubai International Stadium,11 October 2020
99,Shreyas Iyer,53,40,3,2,RR,Dubai International Stadium,14 October 2020
100,Devdutt Padikkal,50,40,5,0,DC,Zayed Cricket Stadium,02 November 2020
101,Virat Kohli,72,41,7,2,RR,Zayed Cricket Stadium,03 October 2020
102,KL Rahul,74,42,6,0,KKR,Zayed Cricket Stadium,10 October 2020
103,Shubman Gill,70,42,5,2,SRH,Zayed Cricket Stadium,26 September 2020
104,Ruturaj Gaikwad,65,42,4,3,RCB,Dubai International Stadium,25 October 2020
105,Faf du Plessis,58,42,6,0,MI,Zayed Cricket Stadium,19 September 2020
106,Shubman Gill,57,42,5,0,PBKS,Zayed Cricket Stadium,10 October 2020
107,Virat Kohli,50,42,1,1,CSK,Dubai International Stadium,25 October 2020
108,Nitish Rana,87,44,10,4,CSK,Dubai International Stadium,29 October 2020
109,Jonny Bairstow,53,44,2,1,DC,Zayed Cricket Stadium,29 September 2020
110,Kane Williamson,50,44,2,2,RCB,Zayed Cricket Stadium,06 November 2020
111,Mayank Agarwal,89,45,7,4,DC,Dubai International Stadium,20 September 2020
112,KL Rahul,63,46,7,1,CSK,Dubai International Stadium,04 October 2020
113,Sam Curran,52,46,4,2,MI,Sharjah Cricket Stadium,23 October 2020
114,Mandeep Singh,66,49,8,2,KKR,Sharjah Cricket Stadium,26 October 2020
115,Vijay Shankar,52,51,6,0,RR,Dubai International Stadium,22 October 2020
