POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date
1,Mayank Agarwal,106,45,10,7,RR,Sharjah Cricket Stadium,27 September 2020
2,Shikhar Dhawan,106,57,12,3,PBKS,Dubai International Stadium,20 October 2020
3,Shikhar Dhawan,101,57,14,1,CSK,Sharjah Cricket Stadium,17 October 2020
4,Ben Stokes,107,59,14,3,MI,Zayed Cricket Stadium,25 October 2020
5,KL Rahul,132,62,14,7,RCB,Dubai International Stadium,24 September 2020
