POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date
1,Jonny Bairstow,114,52,12,7,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
2,Sanju Samson,102,54,10,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
3,David Warner,100,54,5,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
4,Virat Kohli,100,57,9,4,KKR,Eden Gardens,19 April 2019
5,Ajinkya Rahane,105,58,11,3,DC,Sawai Mansingh Stadium,22 April 2019
6,KL Rahul,100,63,6,6,MI,Wankhede Stadium,10 April 2019
