POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date
1,Adam Gilchrist,109,42,9,10,MI,DY Patil Stadium,27 April 2008
2,Sanath Jayasuriya,114,45,9,11,CSK,Wankhede Stadium,14 May 2008
3,Andrew Symonds,117,47,11,7,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
4,Michael Hussey,116,50,8,9,PBKS,IS Bindra Stadium,19 April 2008
5,Brendon McCullum,158,53,10,13,RCB,M. Chinnaswamy Stadium,18 April 2008
6,Shaun Marsh,115,58,11,7,RR,IS Bindra Stadium,28 May 2008
