POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date
1,Murali Vijay,113,51,15,4,DC,Chidambaram,25 May 2012
2,David Warner,109,52,10,7,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
3,Rohit Sharma,109,52,12,5,KKR,Eden Gardens,12 May 2012
4,Chris Gayle,128,53,7,13,DC,Arun Jaitley Stadium,17 May 2012
5,Ajinkya Rahane,103,58,12,5,RCB,M. Chinnaswamy Stadium,15 April 2012
6,Kevin Pietersen,103,64,6,9,DEC,Arun Jaitley Stadium,19 April 2012
