POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date
1,Chris Gayle,117,46,7,12,PBKS,M. Chinnaswamy Stadium,06 May 2015
2,AB de Villiers,133,47,19,4,MI,Wankhede Stadium,10 May 2015
3,Brendon McCullum,100,56,7,9,SRH,Chidambaram,11 April 2015
4,Shane Watson,104,57,9,5,KKR,Brabourne Stadium,16 May 2015
