POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date
1,David Warner,126,43,10,8,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
2,Hashim Amla,104,58,8,6,MI,Holkar Cricket Stadium,20 April 2017
3,Hashim Amla,104,59,8,5,GL,IS Bindra Stadium,07 May 2017
4,Ben Stokes,103,61,7,6,GL,Maharashtra Cricket Association's International Stadium,01 May 2017
5,Sanju Samson,102,62,8,5,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
