POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date
1,Devdutt Padikkal,101,51,11,6,RR,Wankhede Stadium,22 April 2021
2,Sanju Samson,119,54,12,7,PBKS,Wankhede Stadium,12 April 2021
3,Jos Buttler,124,56,11,8,SRH,Arun Jaitley Stadium,02 May 2021
4,Ruturaj Gaikwad,101,60,9,5,RR,Zayed Cricket Stadium,02 October 2021
