POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date
1,Chris Gayle,107,46,10,9,PBKS,M. Chinnaswamy Stadium,06 May 2011
2,Virender Sehwag,119,48,13,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
3,Paul Valthaty,120,52,19,2,CSK,IS Bindra Stadium,13 April 2011
4,Adam Gilchrist,106,53,8,9,RCB,HPCA Stadium,17 May 2011
5,Chris Gayle,102,55,10,7,KKR,Eden Gardens,22 April 2011
6,Sachin Tendulkar,100,66,12,3,KTK,Wankhede Stadium,15 April 2011
